"","NE.LocAvg","NW.LocAvg","YH.LocAvg","EM.LocAvg","WM.LocAvg","E.LocAvg","L.LocAvg","SE.LocAvg","SW.LocAvg","W.LocAvg","S.LocAvg","NI.LocAvg","TurnBandAvg1","TurnBandAvg2","TurnBandAvg3","TurnBandAvg4","SmallAvg","MediumAvg","largeAvg","Births","Deaths","InternalMigrationInflow","InternalMigrationOutflow","InternationalMigrationInflow","InternationalMigrationOutflow","Males","Females","PopulationEst","Sector"
"1",550,921,2344,3012,1758,4362,72,2120,2424,144,904,176,7746,9710,1182,36,17924,782,24,299,309,621,585,188,78,14822,15339,30161,"Agriculture, forestry & fishing"
"2",229,651,1022,1302,958,1941,81,1131,1518,110,198,179,4526,4295,449,52,8774,481,52,753,652,1336,1243,479,221,33739,34575,68314,"Agriculture, forestry & fishing"
"3",38,61,114,160,104,204,2,96,185,4,6,4,488,458,32,0,958,9,0,912,803,2021,1998,601,385,42013,43066,85079,"Agriculture, forestry & fishing"
"4",15,89,62,118,105,138,15,170,166,10,18,19,350,434,130,10,715,209,8,225,202,698,644,160,93,10875,11112,21987,"Agriculture, forestry & fishing"
"5",0,0,5,5,5,5,1,30,10,5,0,0,39,28,0,0,58,9,0,478,387,989,1003,359,198,21123,21493,42616,"Agriculture, forestry & fishing"
"6",0,0,0,1,0,1,2,1,0,0,0,0,5,0,0,0,6,0,0,1130,941,3098,2882,709,528,51208,52726,103935,"Agriculture, forestry & fishing"
"7",5,30,10,16,169,108,15,260,221,9,22,18,414,378,74,18,756,98,30,526,215,1128,1543,852,510,19777,19822,39599,"Agriculture, forestry & fishing"
"8",0,5,5,6,30,24,6,29,35,4,8,8,104,40,12,4,140,14,4,527,446,1563,1507,409,292,25002,25733,50734,"Agriculture, forestry & fishing"
"9",0,0,0,0,1,0,2,5,5,1,2,0,12,4,0,0,15,0,0,1037,1081,3335,2826,701,686,53805,55564,109369,"Agriculture, forestry & fishing"
"10",0,6,9,10,6,12,0,12,18,5,10,5,49,40,4,0,86,5,0,337,364,785,689,194,107,17198,17679,34877,"Agriculture, forestry & fishing"
"11",8,59,39,76,61,100,21,119,86,18,24,16,236,326,58,5,534,80,9,285,317,268,211,225,111,15014,15788,30803,"Agriculture, forestry & fishing"
"12",116,1275,490,465,854,115,10,322,1950,2758,1752,3735,6094,7049,694,8,13649,315,0,305,207,154,139,191,141,12574,12954,25528,"Agriculture, forestry & fishing"
"13",111,925,474,386,541,95,5,192,1441,301,409,1410,3002,3001,282,4,6134,84,2,386,399,802,756,243,101,19162,19829,38991,"Agriculture, forestry & fishing"
"14",930,2936,2058,1478,2595,868,65,1932,5322,116,89,41,11586,6659,178,8,18384,96,5,1263,1094,2240,2083,803,370,56553,57956,114509,"Agriculture, forestry & fishing"
"15",4,1,4,6,5,4,0,6,8,2,0,0,38,2,0,0,38,0,0,1048,923,2324,2297,691,443,48310,49521,97831,"Agriculture, forestry & fishing"
"16",756,2172,1522,1145,1854,631,35,1451,3792,5175,4888,4592,18718,8901,386,10,27630,446,2,708,635,2196,2024,503,293,34192,34936,69128,"Agriculture, forestry & fishing"
"17",35,94,404,128,106,312,0,134,242,31,40,95,652,792,156,19,1489,94,1,696,564,1442,1461,523,288,30775,31313,62088,"Agriculture, forestry & fishing"
"18",58,281,291,288,380,305,9,279,608,111,92,418,780,1918,382,39,2858,202,16,598,497,1638,1524,375,279,27080,27883,54963,"Agriculture, forestry & fishing"
"19",25,62,89,72,91,125,25,155,168,204,199,180,766,556,69,5,1301,85,1,1204,491,2582,3533,1951,1168,45269,45374,90643,"Agriculture, forestry & fishing"
"20",671,1229,1801,1619,1940,1471,90,1710,3708,3748,4905,6628,16815,11625,1058,21,28659,656,20,1271,1076,3772,3637,986,705,60353,62118,122471,"Agriculture, forestry & fishing"
"21",75,380,285,336,378,405,41,352,639,436,499,390,2519,1504,184,10,3898,185,5,606,632,1950,1652,410,401,31451,32479,63931,"Agriculture, forestry & fishing"
"22",44,186,120,144,155,188,34,279,315,150,182,52,1072,735,40,1,1701,116,6,285,308,664,583,164,91,14549,14957,29506,"Agriculture, forestry & fishing"
"23",2,1,9,4,4,14,5,10,12,1,11,5,29,31,16,2,58,15,0,299,332,280,221,235,116,15709,16519,32227,"Agriculture, forestry & fishing"
"24",0,0,0,0,0,5,1,1,2,0,0,0,2,5,1,1,10,0,0,377,256,191,172,237,175,15545,16016,31561,"Agriculture, forestry & fishing"
"25",15,9,26,19,21,28,5,36,50,6,56,4,120,146,9,0,241,30,0,212,219,441,416,133,55,10528,10894,21422,"Agriculture, forestry & fishing"
"26",78,121,114,90,152,156,89,370,344,182,671,38,1150,1111,136,9,2268,131,6,807,698,1431,1330,513,236,36118,37013,73131,"Agriculture, forestry & fishing"
"27",28,35,34,40,46,45,21,94,88,50,140,8,302,301,22,1,599,16,0,793,698,1758,1738,523,335,36553,37469,74022,"Agriculture, forestry & fishing"
"28",39,66,62,70,84,110,68,204,121,86,211,10,614,489,29,0,1074,38,0,629,564,1949,1796,447,260,30344,31004,61347,"Agriculture, forestry & fishing"
"29",106,56,168,26,8,152,11,212,599,156,1794,175,1779,1484,188,14,3339,75,0,922,747,1910,1936,693,381,40780,41494,82274,"Agriculture, forestry & fishing"
"30",10,12,10,11,11,14,1,28,26,12,45,8,105,82,1,0,179,4,0,970,807,2658,2473,609,453,43934,45237,89171,"Agriculture, forestry & fishing"
"31",5,10,9,6,5,14,5,24,36,12,118,21,112,126,20,6,230,30,5,649,265,1392,1905,1052,630,24405,24462,48867,"Agriculture, forestry & fishing"
"32",1,14,9,11,12,10,5,36,26,9,32,6,64,99,10,0,151,20,0,738,625,2190,2111,573,409,35034,36058,71092,"Agriculture, forestry & fishing"
"33",4,0,0,4,0,0,0,0,0,5,0,0,1,4,1,5,5,0,6,35,36,113,95,24,23,1816,1875,3691,"Production"
"34",1,0,0,2,0,4,34,5,0,0,22,0,6,11,18,34,32,12,22,27,29,63,55,16,9,1376,1414,2790,"Production"
"35",10,6,4,4,2,9,11,6,0,1,19,0,26,40,4,2,68,0,0,906,1006,850,670,714,353,47671,50129,97800,"Production"
"36",6,15,34,25,8,11,2,15,32,24,18,31,31,95,75,20,130,79,14,50,34,25,23,31,23,2043,2105,4147,"Production"
"37",1,10,10,5,12,18,4,25,10,6,20,38,18,48,74,20,90,62,10,55,57,114,107,34,14,2718,2812,5530,"Production"
"38",0,0,0,0,0,0,0,0,6,0,0,8,4,6,2,2,14,1,0,675,584,1197,1113,429,198,30214,30963,61177,"Production"
"39",0,5,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,5,1,63,55,139,137,41,27,2891,2963,5854,"Production"
"40",8,18,22,24,18,26,61,26,21,20,28,9,106,138,35,2,251,19,0,505,453,1567,1444,359,209,24399,24929,49328,"Production"
"41",11,5,10,10,4,15,24,16,8,2,106,2,56,62,44,51,140,50,22,131,106,270,274,98,54,5773,5874,11647,"Production"
"42",5,6,12,19,16,11,35,12,21,9,11,4,49,98,15,1,145,8,0,807,672,2213,2059,507,377,36577,37662,74239,"Production"
"43",11,40,32,26,34,24,24,30,35,20,36,25,65,131,85,56,210,102,30,236,96,506,692,382,229,8873,8893,17766,"Production"
"44",0,14,11,6,21,15,5,5,5,2,5,11,10,28,32,31,42,40,19,113,96,336,324,88,63,5376,5533,10909,"Production"
"45",19,72,51,32,78,44,61,42,44,31,52,29,86,242,160,68,311,196,44,106,111,341,289,72,70,5508,5688,11196,"Production"
"46",5,15,46,5,5,12,18,15,32,10,121,19,44,120,91,49,165,110,30,54,58,125,110,31,17,2738,2814,5552,"Production"
"47",1,2,5,5,6,5,4,4,2,0,5,8,8,15,12,12,25,11,12,52,58,49,38,41,20,2725,2865,5590,"Production"
"48",0,4,5,1,5,10,18,14,10,2,2,1,25,34,12,1,54,18,0,111,75,56,51,70,51,4577,4715,9292,"Production"
"49",6,48,40,34,34,48,86,58,52,20,31,34,212,161,69,48,369,86,36,69,71,143,135,43,18,3424,3543,6966,"Production"
"50",0,5,9,5,5,5,14,8,5,0,6,0,25,19,9,9,45,10,5,204,177,362,337,130,60,9139,9365,18504,"Production"
"51",0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,5,5,0,0,983,865,2178,2154,648,415,45291,46426,91716,"Production"
"52",15,42,20,20,26,15,44,42,70,29,30,15,96,145,62,64,238,91,39,96,86,297,274,68,40,4625,4725,9350,"Production"
"53",9,48,32,26,14,22,39,31,40,22,25,11,76,196,45,2,235,79,1,305,247,631,640,229,126,13480,13715,27195,"Production"
"54",5,11,11,15,10,19,25,18,14,6,11,6,39,51,20,41,91,31,22,110,91,300,279,69,51,4965,5112,10077,"Production"
"55",0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,2,6,0,0,1588,647,3404,4657,2572,1540,59678,59816,119493,"Production"
"56",74,286,200,152,194,185,436,280,221,140,231,129,829,1354,272,75,1682,744,94,276,234,819,790,214,153,13103,13486,26589,"Production"
"57",10,38,16,11,30,19,68,22,26,11,36,8,95,125,50,25,179,86,25,110,115,355,301,75,73,5722,5909,11632,"Production"
"58",1,1,2,0,0,0,9,5,1,0,0,0,9,10,2,0,15,6,0,121,131,282,248,70,39,6188,6361,12549,"Production"
"59",8,51,35,31,25,36,58,55,39,19,41,11,139,192,52,25,279,101,22,137,152,129,101,108,53,7206,7578,14784,"Production"
"60",2,8,5,5,5,11,11,11,14,1,10,8,26,26,24,15,51,26,10,41,28,21,19,26,19,1689,1740,3429,"Production"
"61",8,18,20,21,14,22,28,35,22,6,15,10,101,56,35,25,150,48,15,68,70,141,133,43,18,3363,3480,6843,"Production"
"62",9,21,18,15,16,16,66,25,21,11,16,9,66,99,48,31,145,61,30,142,123,252,234,90,42,6352,6510,12862,"Production"
"63",2,20,9,9,12,12,42,29,11,6,10,6,79,74,14,4,144,11,1,506,446,1122,1109,334,214,23331,23916,47248,"Production"
"64",29,84,68,60,61,60,180,112,79,38,41,31,265,379,140,59,589,182,40,151,136,469,432,108,63,7307,7466,14774,"Production"
"65",9,32,31,26,24,28,4,20,26,14,18,44,55,81,71,69,166,86,20,144,117,299,303,108,60,6374,6485,12859,"Production"
"66",5,18,31,20,15,28,10,30,21,10,8,10,46,98,34,28,144,41,15,172,143,471,438,108,80,7791,8021,15812,"Production"
"67",15,41,28,19,32,29,81,50,52,19,155,16,242,231,35,29,406,44,21,547,223,1173,1605,886,531,20562,20610,41172,"Production"
"68",0,1,0,1,0,5,1,20,5,0,0,0,14,11,8,1,22,10,0,404,342,1200,1157,314,224,19205,19767,38972,"Production"
"69",0,0,1,5,15,8,1,15,34,4,5,1,36,31,10,10,62,18,8,125,131,403,341,85,83,6497,6709,13206,"Production"
"70",51,134,140,119,112,109,125,175,154,69,115,22,562,632,115,15,1128,156,12,194,209,451,396,111,62,9891,10167,20058,"Production"
"71",0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,10,0,1,9,16,18,15,12,13,6,861,905,1766,"Production"
"72",9,29,20,18,15,22,89,45,34,15,28,16,134,142,44,20,266,49,11,94,63,47,43,59,43,3858,3975,7832,"Production"
"73",0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,441,456,916,863,277,115,21869,22630,44499,"Production"
"74",0,15,32,10,5,5,15,8,10,6,12,0,42,44,24,8,79,32,6,214,185,380,353,136,63,9584,9821,19405,"Production"
"75",1,21,44,19,10,12,24,10,11,5,48,4,71,74,46,18,148,54,18,127,112,282,279,84,54,5859,6005,11864,"Production"
"76",22,104,101,172,98,82,142,106,78,42,54,38,386,550,95,9,872,164,9,276,248,856,789,196,114,13326,13616,26942,"Production"
"77",0,9,5,34,0,0,8,2,0,2,6,0,16,29,20,1,50,16,0,321,260,665,674,241,133,14197,14446,28643,"Production"
"78",68,295,191,200,159,201,251,259,161,98,149,78,540,1285,258,26,1655,404,28,319,265,874,814,200,149,14453,14882,29335,"Production"
"79",0,20,20,5,15,5,15,5,10,5,0,4,21,45,19,19,69,21,15,196,80,419,574,317,190,7353,7370,14724,"Production"
"80",0,11,5,8,5,5,0,12,14,1,14,2,24,41,15,0,59,21,0,421,356,1249,1204,327,233,19978,20562,40539,"Production"
"81",0,8,0,0,0,5,0,5,1,0,0,0,0,0,10,9,1,15,2,57,60,184,156,39,38,2969,3066,6035,"Production"
"82",9,30,24,40,20,20,11,21,10,5,9,4,51,86,52,11,135,64,6,89,97,208,183,51,29,4568,4695,9263,"Production"
"83",5,35,22,58,14,20,64,26,20,5,20,6,125,140,24,6,251,32,2,339,377,318,251,267,132,17844,18764,36608,"Production"
"84",0,1,0,4,5,5,30,2,5,0,1,0,24,25,4,0,49,5,0,196,133,99,89,123,90,8054,8297,16351,"Production"
"85",16,49,28,48,39,30,35,32,42,9,16,14,128,185,40,5,285,65,2,140,145,291,274,88,37,6949,7191,14141,"Production"
"86",29,170,126,334,150,130,776,165,70,30,88,19,789,1101,169,28,1760,308,5,522,452,926,861,332,153,23378,23958,47336,"Production"
"87",4,18,6,21,6,11,49,16,6,0,5,1,66,60,12,5,124,24,0,367,323,813,804,242,155,16910,17334,34245,"Production"
"88",25,101,46,180,78,79,308,105,62,22,62,11,508,479,89,5,908,152,5,315,282,975,899,224,130,15187,15517,30704,"Production"
"89",0,0,0,0,0,0,5,0,2,0,0,0,1,5,0,0,5,0,0,1663,1347,3445,3491,1250,688,73532,74819,148351,"Production"
"90",0,8,0,18,1,2,5,1,0,0,4,1,10,21,10,0,28,14,0,253,210,693,645,159,118,11459,11799,23258,"Production"
"91",1,45,1,41,4,2,14,5,5,4,25,0,30,88,26,5,90,59,2,340,139,729,997,551,330,12776,12805,25581,"Production"
"92",0,2,2,5,0,5,0,2,5,1,9,0,8,11,9,5,21,14,2,173,147,515,496,135,96,8237,8478,16715,"Production"
"93",5,29,22,19,81,40,89,46,39,14,14,2,174,180,41,4,335,56,2,330,344,1060,898,223,218,17101,17660,34761,"Production"
"94",4,19,9,45,5,10,60,9,16,5,4,0,70,79,24,11,138,38,10,89,97,208,183,51,29,4565,4693,9258,"Production"
"95",24,40,41,36,44,56,15,48,72,42,82,29,162,242,96,29,405,111,16,183,203,172,135,144,71,9636,10132,19768,"Production"
"96",5,15,15,10,15,16,15,9,9,6,8,5,16,48,45,19,59,56,10,41,28,21,19,26,19,1683,1734,3417,"Production"
"97",0,0,0,0,2,1,1,4,4,0,0,0,1,9,2,0,11,0,0,490,507,1018,959,308,128,24299,25145,49443,"Production"
"98",235,908,808,614,592,698,458,954,671,309,841,246,2448,4176,646,62,6325,850,42,556,481,986,917,354,163,24892,25510,50402,"Production"
"99",15,56,49,35,54,45,10,38,22,15,35,20,60,204,119,11,248,142,8,177,156,392,387,117,75,8143,8347,16490,"Production"
"100",30,88,81,88,106,116,65,132,130,49,45,20,360,506,76,6,850,105,4,358,321,1109,1022,254,148,17274,17649,34923,"Production"
"101",8,46,20,22,21,28,25,26,20,4,12,0,60,104,31,38,158,59,19,148,120,307,311,111,61,6546,6660,13206,"Production"
"102",5,66,35,51,50,51,16,38,30,15,16,15,40,94,181,74,126,225,48,88,73,242,225,55,41,4000,4119,8119,"Production"
"103",0,19,4,9,9,5,12,10,5,6,5,0,19,24,19,22,38,31,12,165,67,354,485,268,160,6209,6223,12432,"Production"
"104",11,31,21,26,25,32,39,41,24,6,18,9,119,115,39,11,229,49,8,395,335,1173,1131,307,219,18767,19316,38083,"Production"
"105",0,5,0,0,0,0,1,0,0,0,4,0,0,0,4,5,4,1,5,33,35,107,91,22,22,1724,1780,3504,"Production"
"106",10,46,38,48,40,48,39,52,26,12,24,9,88,149,132,22,248,135,14,82,89,191,168,47,26,4189,4306,8496,"Production"
"107",0,0,0,1,0,4,14,5,0,0,5,0,11,14,4,0,21,8,0,234,260,219,173,184,91,12299,12933,25232,"Production"
"108",252,934,760,790,761,1060,1328,1468,819,326,400,181,3321,4505,1101,151,7569,1465,124,115,78,58,52,72,53,4725,4868,9592,"Production"
"109",29,132,121,99,119,182,171,229,111,31,62,10,640,554,92,10,1234,105,8,207,214,430,405,130,54,10267,10624,20891,"Production"
"110",5,29,25,30,12,36,51,52,25,10,14,1,92,149,46,5,190,110,0,281,243,498,463,179,82,12571,12883,25454,"Production"
"111",8,44,29,36,21,80,346,142,79,19,31,5,541,280,19,0,846,9,0,876,771,1942,1920,578,370,40365,41377,81742,"Production"
"112",6,18,10,5,15,5,6,10,5,2,6,5,14,24,24,31,54,29,15,69,62,214,197,49,29,3337,3410,6747,"Production"
"113",0,4,0,0,5,1,2,5,1,0,0,0,2,11,2,2,11,4,4,87,70,179,182,65,36,3830,3897,7727,"Production"
"114",0,20,10,5,10,5,4,8,0,5,5,2,5,21,30,19,32,36,6,112,93,307,286,70,52,5078,5228,10306,"Production"
"115",1,28,12,10,6,5,9,8,2,5,5,4,15,38,19,24,58,31,9,225,92,482,659,364,218,8449,8469,16918,"Production"
"116",9,31,9,5,11,15,14,14,8,10,14,0,25,45,29,40,69,39,22,136,115,404,389,106,75,6458,6647,13104,"Production"
"117",0,10,9,5,5,6,1,10,5,0,2,9,15,16,25,6,42,18,2,154,161,496,421,104,102,8007,8268,16275,"Production"
"118",18,71,26,40,44,28,20,45,30,21,21,8,70,154,94,54,238,118,18,78,85,183,160,45,25,4000,4112,8112,"Production"
"119",4,10,5,10,5,10,5,11,4,6,5,1,15,22,24,14,46,24,5,115,128,108,85,91,45,6070,6383,12454,"Production"
"120",16,62,44,41,60,44,25,38,40,10,21,10,68,184,116,45,258,125,25,54,36,27,25,34,25,2218,2285,4503,"Production"
"121",14,60,32,40,26,35,34,52,25,19,30,15,119,139,90,35,255,101,20,71,74,148,139,45,19,3531,3654,7186,"Production"
"122",12,59,36,36,35,56,176,118,51,28,34,8,288,244,82,34,504,95,25,313,271,555,516,199,92,14007,14354,28361,"Production"
"123",0,0,1,5,1,0,1,4,0,0,0,0,2,6,1,2,10,0,2,91,80,202,199,60,38,4194,4299,8492,"Production"
"124",1,21,6,8,11,9,2,10,1,5,2,0,12,28,24,14,42,30,5,103,92,319,294,73,43,4963,5071,10034,"Production"
"125",0,10,1,8,6,10,6,12,5,0,4,0,12,20,15,15,36,14,10,101,82,209,212,76,42,4457,4534,8991,"Production"
"126",21,85,44,34,40,36,39,71,31,26,35,16,108,175,139,58,324,131,29,169,140,463,431,106,79,7649,7876,15525,"Production"
"127",0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,5,68,28,146,200,110,66,2561,2567,5128,"Production"
"128",8,29,12,10,11,18,40,35,10,6,9,6,55,85,34,20,146,32,15,245,208,728,702,190,136,11652,11993,23644,"Production"
"129",14,41,26,28,24,58,90,85,31,15,24,11,148,165,59,74,316,59,62,97,101,312,264,66,64,5035,5200,10235,"Production"
"130",1,2,4,5,5,4,0,0,5,0,5,1,2,11,11,8,14,10,10,26,29,62,54,15,8,1350,1388,2738,"Production"
"131",20,75,48,60,70,45,19,65,54,21,20,22,92,209,170,46,288,198,34,106,117,99,78,83,41,5551,5837,11389,"Production"
"132",19,61,45,69,48,44,18,51,41,21,15,16,48,146,170,84,214,182,56,34,23,17,15,21,16,1382,1424,2806,"Production"
"133",12,56,36,62,84,59,38,66,29,25,18,11,45,170,195,86,224,222,56,40,41,83,78,25,10,1979,2048,4027,"Production"
"134",76,215,221,152,224,160,88,160,150,106,68,71,194,819,558,121,968,625,86,188,163,333,310,119,55,8408,8616,17024,"Production"
"135",82,282,234,255,290,304,145,352,235,126,95,86,632,1195,546,114,1720,691,100,171,150,378,374,113,72,7865,8062,15928,"Production"
"136",11,56,50,34,41,52,49,54,24,25,20,19,81,196,131,26,256,156,26,109,98,339,312,78,45,5275,5390,10665,"Production"
"137",0,5,5,1,5,5,2,5,8,5,5,0,16,25,0,5,31,10,5,131,106,271,275,99,54,5795,5896,11691,"Production"
"138",5,10,0,1,5,2,0,5,5,0,5,0,2,10,19,9,15,19,6,82,68,225,209,51,38,3718,3828,7546,"Production"
"139",11,18,19,16,30,28,21,29,25,9,16,5,69,115,38,5,190,35,4,589,240,1263,1727,954,571,22135,22186,44320,"Production"
"140",5,10,20,10,21,5,6,6,5,4,1,2,15,41,30,9,60,31,5,234,198,694,669,181,130,11101,11425,22526,"Production"
"141",0,5,5,5,8,5,5,9,4,5,1,5,12,36,5,1,50,6,0,421,439,1354,1147,285,278,21846,22560,44405,"Production"
"142",10,12,14,6,14,16,9,18,5,2,5,5,28,66,16,6,94,21,5,102,110,238,209,59,33,5216,5362,10578,"Production"
"143",5,12,6,19,40,15,26,34,35,9,11,5,108,86,14,10,182,22,9,212,235,198,156,167,82,11128,11702,22829,"Production"
"144",0,0,0,0,5,0,2,0,0,0,0,2,1,0,9,0,5,5,0,63,43,32,29,39,29,2591,2669,5260,"Production"
"145",0,5,0,0,2,0,0,0,0,0,1,0,1,5,2,0,9,0,0,441,456,916,863,277,115,21869,22630,44499,"Production"
"146",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,123,106,218,202,78,36,5493,5630,11123,"Production"
"147",0,5,0,5,10,5,2,8,6,1,1,0,24,11,6,2,36,8,0,362,319,803,793,239,153,16686,17104,33790,"Production"
"148",0,0,0,0,0,0,0,0,1,4,0,1,1,0,0,5,2,5,0,90,81,278,256,64,37,4333,4427,8761,"Production"
"149",0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,5,0,2,4,32,26,67,68,24,13,1425,1450,2875,"Production"
"150",15,46,74,59,39,49,30,45,62,44,35,62,96,250,168,45,346,180,28,171,142,469,436,107,80,7748,7977,15725,"Production"
"151",0,5,5,0,0,5,5,5,2,0,0,10,12,16,4,5,29,5,5,223,91,478,654,361,216,8382,8401,16783,"Production"
"152",12,34,30,15,22,25,22,32,19,19,11,18,28,111,109,12,170,76,6,312,264,927,894,243,173,14837,15271,30108,"Production"
"153",0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,5,2,4,1,73,76,235,199,49,48,3798,3922,7720,"Production"
"154",6,8,12,10,10,10,5,15,14,5,5,4,24,65,11,4,76,25,1,127,137,297,260,73,41,6497,6679,13177,"Production"
"155",30,110,102,101,89,110,105,139,159,75,95,78,266,750,172,4,970,208,5,287,319,270,212,226,112,15111,15890,31002,"Production"
"156",0,5,5,2,10,6,4,5,4,0,4,0,8,18,15,5,26,15,5,38,26,19,18,24,18,1585,1633,3219,"Production"
"157",6,29,19,14,15,15,11,20,14,8,8,10,36,64,45,22,108,51,12,57,59,118,112,36,15,2826,2924,5750,"Production"
"158",35,69,85,78,95,46,48,65,48,42,64,48,249,326,102,42,600,126,21,319,276,566,526,203,93,14284,14638,28922,"Production"
"159",15,42,25,25,61,32,19,21,20,12,25,8,74,135,82,16,212,86,10,181,160,402,397,119,77,8349,8559,16908,"Production"
"160",0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,5,0,10,0,75,67,233,214,53,31,3624,3703,7327,"Production"
"161",0,2,5,0,0,0,0,0,0,0,0,0,2,0,2,0,5,2,0,256,207,530,537,192,106,11313,11511,22823,"Production"
"162",2,5,5,0,12,5,0,0,0,4,0,0,0,9,19,6,9,19,4,95,79,260,242,59,44,4294,4421,8715,"Production"
"163",1,1,8,0,5,0,0,0,0,0,4,2,5,2,10,4,10,12,0,286,117,613,839,463,277,10747,10772,21519,"Production"
"164",0,0,5,2,9,5,8,5,0,1,5,0,15,14,5,5,35,8,0,541,458,1604,1547,420,300,25668,26418,52086,"Production"
"165",5,16,12,11,25,5,8,18,10,8,6,6,28,51,31,20,79,41,9,119,124,383,325,81,79,6181,6383,12564,"Production"
"166",0,5,0,1,2,0,0,4,0,0,0,5,2,0,5,10,6,8,2,42,45,97,85,24,13,2121,2181,4302,"Production"
"167",0,5,5,1,16,0,0,5,1,0,0,0,1,14,9,10,15,15,4,78,86,73,57,61,30,4076,4286,8362,"Production"
"168",2,6,10,9,20,10,10,19,8,4,9,5,55,38,8,11,100,12,9,62,42,31,28,39,29,2562,2640,5202,"Production"
"169",0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,1,33,34,69,65,21,9,1650,1708,3358,"Production"
"170",5,15,15,10,18,6,5,6,10,2,5,2,15,41,34,9,52,42,9,141,122,250,232,90,41,6311,6467,12778,"Production"
"171",2,9,11,9,10,5,5,8,9,5,5,0,18,36,22,2,50,22,8,113,100,251,248,75,48,5219,5350,10570,"Production"
"172",5,10,11,15,34,11,2,20,10,5,5,0,24,42,52,10,60,59,11,84,75,260,239,60,35,4046,4133,8179,"Production"
